pathway	freq	padj	stability	overlap
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	8	0.017083626644876195	0.6153846153846154	0.979876893939394
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	10	0.017226567369386814	0.7692307692307693	0.9966346153846155
GOBP_GASTRULATION	5	0.017276843767312616	0.38461538461538464	0.9976608187134502
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT	9	0.017379436212922206	0.6923076923076923	0.9852408799777221
GOBP_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	10	0.017418632573828162	0.7692307692307693	0.9762483130904183
GOBP_SENSORY_SYSTEM_DEVELOPMENT	8	0.017438414658259002	0.6153846153846154	0.9860294117647059
GOBP_EPITHELIAL_CELL_DEVELOPMENT	7	0.017634949216434336	0.5384615384615384	0.9971428571428572
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION	9	0.017851675269661887	0.6923076923076923	0.9887803112558813
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	4	0.01807684127562187	0.3076923076923077	0.9870967741935484
GOBP_MUSCLE_SYSTEM_PROCESS	8	0.018248665353574157	0.6153846153846154	0.9840225563909775
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	7	0.018396990477854393	0.5384615384615384	0.9975227085053675
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	7	0.01840840942318	0.5384615384615384	0.9858356940509916
GOBP_REGULATION_OF_SYSTEM_PROCESS	10	0.018451120053760574	0.7692307692307693	0.9831663326653306
GOBP_CHROMOSOME_ORGANIZATION	9	0.01851667971997943	0.6923076923076923	0.9797197640117994
GOBP_CELLULAR_RESPONSE_TO_LIPID	4	0.018656447733760188	0.3076923076923077	0.980550284629981
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	11	0.01866812134563787	0.8461538461538461	0.9833603896103895
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	8	0.018779220557796992	0.6153846153846154	0.9834142394822007
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	11	0.0189794476445081	0.8461538461538461	0.9747857776026791
GOBP_ORGANELLE_ASSEMBLY	5	0.01898061425092556	0.38461538461538464	0.9729918509895228
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	10	0.01913414751001162	0.7692307692307693	0.9855140186915889
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	2	0.019326666877369766	0.15384615384615385	1.0
GOBP_MACROAUTOPHAGY	5	0.019335851505058045	0.38461538461538464	0.9884745762711866
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	7	0.019345065948497824	0.5384615384615384	0.9879343629343629
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	9	0.019348784535118617	0.6923076923076923	0.9742483660130721
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	7	0.019779175895899465	0.5384615384615384	0.9821428571428571
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	8	0.01988060847010162	0.6153846153846154	0.9810222672064778
GOBP_SEX_DIFFERENTIATION	4	0.01998222420996086	0.3076923076923077	0.9898373983739837
GOBP_RESPONSE_TO_CYTOKINE	2	0.02002280167987016	0.15384615384615385	0.973780487804878
GOBP_LEUKOCYTE_CELL_CELL_ADHESION	3	0.020283535111152468	0.23076923076923078	0.9847619047619048
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	4	0.02031043105749373	0.3076923076923077	1.0
GOBP_DNA_RECOMBINATION	4	0.020450248787255487	0.3076923076923077	0.9875
GOBP_REGULATION_OF_HORMONE_LEVELS	8	0.020497227687944528	0.6153846153846154	0.981907894736842
GOBP_RESPONSE_TO_PEPTIDE	10	0.020601697596885245	0.7692307692307693	0.9837837837837837
GOBP_NUCLEAR_TRANSPORT	5	0.020664914334076787	0.38461538461538464	0.9906976744186045
GOBP_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	10	0.020666091856952302	0.7692307692307693	0.9836930455635491
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	4	0.0207559149373234	0.3076923076923077	0.9983974358974359
GOBP_CELL_CYCLE_PROCESS	10	0.020920929977833225	0.7692307692307693	0.9773602199816682
GOBP_IMMUNE_RESPONSE	2	0.02093283981436092	0.15384615384615385	0.9663551401869159
GOBP_STEM_CELL_DIFFERENTIATION	8	0.020969902061021055	0.6153846153846154	0.9938423645320197
GOBP_RESPONSE_TO_IONIZING_RADIATION	4	0.021003970956601937	0.3076923076923077	1.0
GOBP_PROTEIN_CATABOLIC_PROCESS	9	0.021040113617506812	0.6923076923076923	0.9778511992168379
GOBP_RESPONSE_TO_NUTRIENT	5	0.021311151452212282	0.38461538461538464	1.0
GOBP_CELL_PROJECTION_ASSEMBLY	8	0.021331299131086518	0.6153846153846154	0.9798237476808904
GOBP_CELL_CELL_JUNCTION_ASSEMBLY	6	0.021451935309208452	0.46153846153846156	1.0
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY	4	0.021623272525854574	0.3076923076923077	0.9927536231884058
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	7	0.02174962624057895	0.5384615384615384	0.9754055468341182
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	4	0.021771935951188814	0.3076923076923077	0.9808467741935483
GOBP_SENSORY_PERCEPTION	8	0.0218825942956868	0.6153846153846154	0.9817767653758542
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	4	0.021915827507953303	0.3076923076923077	1.0
GOBP_REGULATION_OF_PROTEIN_STABILITY	6	0.022018595336876664	0.46153846153846156	0.9875000000000002
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	6	0.02212137864021417	0.46153846153846156	0.9775308641975308
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	8	0.022143992164136463	0.6153846153846154	0.9961139896373057
GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH	7	0.02244288037254868	0.5384615384615384	0.9742018703643985
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	10	0.02277001184588515	0.7692307692307693	0.9875362318840579
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	5	0.022963708441962393	0.38461538461538464	0.9748792270531401
GOBP_REGULATION_OF_AUTOPHAGY	6	0.02299984589456025	0.46153846153846156	0.9887179487179486
GOBP_GAMETE_GENERATION	5	0.023035931031493668	0.38461538461538464	0.9777777777777776
GOBP_RESPONSE_TO_RADIATION	9	0.023041940940658607	0.6923076923076923	0.9847222222222223
GOBP_ANATOMICAL_STRUCTURE_HOMEOSTASIS	7	0.023194822679042475	0.5384615384615384	0.9872361315660285
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION	8	0.023209768487820522	0.6153846153846154	0.984907120743034
GOBP_POTASSIUM_ION_TRANSPORT	7	0.023358444789138417	0.5384615384615384	0.991989319092123
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	6	0.02338780945395566	0.46153846153846156	0.9902777777777777
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	5	0.023692968638552157	0.38461538461538464	0.978438661710037
GOBP_OSSIFICATION	10	0.023947600599077707	0.7692307692307693	0.9838196286472147
GOBP_LIPID_CATABOLIC_PROCESS	9	0.023995029882472055	0.6923076923076923	0.9873228933631617
GOBP_NOTCH_SIGNALING_PATHWAY	8	0.024048033448878906	0.6153846153846154	0.9976993865030674
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	1	0.024058647669768722	0.07692307692307693	0.9853372434017595
GOBP_FERTILIZATION	2	0.02409434746462978	0.15384615384615385	1.0
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	8	0.024096355429725783	0.6153846153846154	0.9761819484240687
GOBP_CHROMATIN_ORGANIZATION	11	0.024350980250304455	0.8461538461538461	0.9841897233201582
GOBP_RHYTHMIC_PROCESS	9	0.024357672688301794	0.6923076923076923	0.9889298892988929
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH	6	0.024364872073360713	0.46153846153846156	0.9864406779661018
GOBP_DENDRITE_MORPHOGENESIS	4	0.024570516463341713	0.3076923076923077	1.0
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	7	0.024780026236464126	0.5384615384615384	0.9974025974025975
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	2	0.02484862362455675	0.15384615384615385	0.9907834101382489
GOBP_ACTIN_FILAMENT_ORGANIZATION	7	0.024968970018557836	0.5384615384615384	0.9817197020988492
GOBP_EPITHELIAL_CELL_PROLIFERATION	6	0.02498671746948088	0.46153846153846156	0.9822970639032816
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	8	0.025230176370004305	0.6153846153846154	0.97568349106204
GOBP_BONE_DEVELOPMENT	7	0.025272938653632664	0.5384615384615384	0.992445054945055
GOBP_APPENDAGE_MORPHOGENESIS	4	0.02539879945974152	0.3076923076923077	1.0
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	2	0.0255111809844904	0.15384615384615385	0.9885057471264368
GOBP_DNA_REPAIR	5	0.025858244784083505	0.38461538461538464	0.9813387423935092
GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	9	0.025859184493780735	0.6923076923076923	0.9740121983558738
GOBP_REGULATION_OF_CELL_CYCLE	10	0.02592314746185404	0.7692307692307693	0.9796697626418988
GOBP_REGULATION_OF_DEFENSE_RESPONSE	6	0.025946135670203926	0.46153846153846156	0.9784004670169294
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	1	0.026156020322401847	0.07692307692307693	0.9868421052631579
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	8	0.02617811102132555	0.6153846153846154	0.9872754491017964
GOBP_MULTICELLULAR_ORGANISM_GROWTH	4	0.026476473106852118	0.3076923076923077	1.0
GOBP_CHEMICAL_HOMEOSTASIS	8	0.026584804652138822	0.6153846153846154	0.9724695407685099
GOBP_RESPONSE_TO_CALCIUM_ION	8	0.026617637054260252	0.6153846153846154	1.0
GOBP_EPITHELIAL_TUBE_FORMATION	6	0.02662312146205222	0.46153846153846156	1.0
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	3	0.02675348485877979	0.23076923076923078	1.0
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	9	0.02681338589454656	0.6923076923076923	0.9816166531494999
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	9	0.026889100162271244	0.6923076923076923	0.9820014398848093
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	10	0.026946354060686684	0.7692307692307693	0.9859598853868196
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	7	0.02702341491159303	0.5384615384615384	0.9866220735785952
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	4	0.027127119251325674	0.3076923076923077	0.9677589852008457
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION	3	0.0272521647532707	0.23076923076923078	1.0
GOBP_PROTEIN_HOMOOLIGOMERIZATION	2	0.027259910473652796	0.15384615384615385	0.9942857142857143
GOBP_EXOCYTOSIS	7	0.027347509973038777	0.5384615384615384	0.9846022241231822
GOBP_LEUKOCYTE_DIFFERENTIATION	5	0.027359857297953892	0.38461538461538464	0.978698224852071
GOBP_RESPONSE_TO_MONOSACCHARIDE	4	0.027523807374564543	0.3076923076923077	0.9942857142857143
GOBP_PROTEIN_STABILIZATION	4	0.027523807374564543	0.3076923076923077	0.9942857142857143
GOBP_NEUROTRANSMITTER_TRANSPORT	8	0.02757809530408057	0.6153846153846154	0.9939516129032258
GOBP_LEARNING	5	0.02759078693847211	0.38461538461538464	1.0
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	9	0.02784549231218479	0.6923076923076923	0.984126984126984
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	6	0.0278770770516388	0.46153846153846156	0.9712831697564522
GOBP_DNA_CONFORMATION_CHANGE	5	0.027985235131269198	0.38461538461538464	0.9891891891891891
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	7	0.028167145291998978	0.5384615384615384	0.9933726067746687
GOBP_SMOOTHENED_SIGNALING_PATHWAY	4	0.028356183199449075	0.3076923076923077	1.0
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	4	0.028356183199449075	0.3076923076923077	1.0
GOBP_RESPONSE_TO_LIPID	7	0.028659493861952528	0.5384615384615384	0.9762495568947182
GOBP_RESPONSE_TO_STARVATION	4	0.028697274328328366	0.3076923076923077	0.9958100558659218
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	7	0.02886989421517266	0.5384615384615384	0.992296918767507
GOBP_MAPK_CASCADE	3	0.028919765033373734	0.23076923076923078	0.9740018570102135
GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS	8	0.029061057616105355	0.6153846153846154	0.9789750328515112
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	8	0.029243248393552197	0.6153846153846154	0.9864609571788414
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	5	0.029431168920493335	0.38461538461538464	0.9835411471321696
GOBP_HORMONE_TRANSPORT	7	0.029564426914723437	0.5384615384615384	0.9875541125541124
GOBP_POSITIVE_REGULATION_OF_TRANSPORT	10	0.029768649876511687	0.7692307692307693	0.9731559854897218
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	4	0.029841050265882248	0.3076923076923077	0.9851097178683386
GOBP_PEPTIDYL_SERINE_MODIFICATION	9	0.02985505278574972	0.6923076923076923	0.9872912127814089
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	8	0.02993488475227144	0.6153846153846154	0.9880546075085324
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	9	0.030103285150754486	0.6923076923076923	0.9808725553406403
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	10	0.030141522670888633	0.7692307692307693	0.9862903225806452
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	1	0.030209892324948	0.07692307692307693	0.9811764705882353
GOBP_B_CELL_ACTIVATION	1	0.030209892324948	0.07692307692307693	0.9865771812080537
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	6	0.03025554306905648	0.46153846153846156	0.9871794871794871
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	5	0.030620722657322685	0.38461538461538464	0.9859872611464968
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	6	0.030752640689175173	0.46153846153846156	0.9841485507246377
GOBP_ENDOTHELIAL_CELL_MIGRATION	8	0.030883507254568697	0.6153846153846154	0.9929245283018869
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	7	0.030885609765207257	0.5384615384615384	0.9863945578231293
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	7	0.03115775579128623	0.5384615384615384	0.9903474903474904
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	4	0.03157580511300834	0.3076923076923077	0.987410071942446
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	4	0.0315769744854828	0.3076923076923077	0.9828767123287672
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	11	0.03162978239355941	0.8461538461538461	0.9856818181818181
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	2	0.03176036784188621	0.15384615384615385	0.9968152866242038
GOBP_REGULATION_OF_CELL_CELL_ADHESION	6	0.03177578593371516	0.46153846153846156	0.9828259172521466
GOBP_REGULATION_OF_SECRETION	8	0.031921262388469776	0.6153846153846154	0.9796617915904937
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	1	0.032005529776296344	0.07692307692307693	0.9762773722627737
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	9	0.03206217581945095	0.6923076923076923	0.9794152046783624
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	8	0.03220790168408473	0.6153846153846154	0.9753787878787878
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	4	0.03257961670631619	0.3076923076923077	0.9904306220095693
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	3	0.032691088282206064	0.23076923076923078	0.9817123857024107
GOBP_IMMUNE_EFFECTOR_PROCESS	2	0.032782843950256685	0.15384615384615385	0.9762295081967214
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	8	0.03308848247711454	0.6153846153846154	0.9862542955326461
GOBP_ENDOTHELIUM_DEVELOPMENT	6	0.03316177281953873	0.46153846153846156	1.0
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	7	0.03319299172422591	0.5384615384615384	0.9900187149095446
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	4	0.033544576261819586	0.3076923076923077	0.9898190045248869
GOBP_MUSCLE_CONTRACTION	7	0.033584153919376115	0.5384615384615384	0.9847738468428123
GOBP_PROTEIN_IMPORT	4	0.033686097675701215	0.3076923076923077	0.9903846153846154
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT	2	0.03375809513460276	0.15384615384615385	1.0
GOBP_CELL_MATRIX_ADHESION	8	0.03391492448221061	0.6153846153846154	0.9900442477876106
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	6	0.03410164103881932	0.46153846153846156	0.9959349593495935
GOBP_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	6	0.03423516418603556	0.46153846153846156	0.9796557120500783
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	6	0.03442304782840882	0.46153846153846156	0.9917898193760263
GOBP_POSITIVE_REGULATION_OF_SECRETION	4	0.0345574239117131	0.3076923076923077	0.9865107913669064
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	6	0.03477641594746628	0.46153846153846156	1.0
GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS	8	0.03478694367833414	0.6153846153846154	0.9869402985074626
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	6	0.03487487330105851	0.46153846153846156	0.9857456140350876
GOBP_SPHINGOLIPID_METABOLIC_PROCESS	7	0.0349398401103936	0.5384615384615384	0.9971804511278195
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	4	0.034976401788343575	0.3076923076923077	1.0
GOBP_MUSCLE_ORGAN_DEVELOPMENT	8	0.034979088328105895	0.6153846153846154	0.9858803986710964
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	7	0.03501419330476388	0.5384615384615384	0.9804541534923829
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	5	0.03506618711127128	0.38461538461538464	0.9751166407465008
GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM	8	0.03515402783964157	0.6153846153846154	0.9982993197278911
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	3	0.035587618107503535	0.23076923076923078	0.9850574712643678
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	5	0.035591794153414916	0.38461538461538464	0.9812332439678284
GOBP_FATTY_ACID_METABOLIC_PROCESS	8	0.03566184580002732	0.6153846153846154	0.9824929971988796
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	6	0.03568689065772243	0.46153846153846156	0.9785867237687368
GOBP_NEURON_PROJECTION_GUIDANCE	4	0.036225714857371666	0.3076923076923077	0.9906103286384976
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	6	0.0363395780519093	0.46153846153846156	0.9790748898678414
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	5	0.036544767711920154	0.38461538461538464	0.9806896551724137
GOBP_DEVELOPMENTAL_CELL_GROWTH	1	0.036600832926759606	0.07692307692307693	0.9903846153846154
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	9	0.036672021346467264	0.6923076923076923	1.0
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	5	0.03674030851155226	0.38461538461538464	0.987603305785124
GOBP_SYNAPSE_ASSEMBLY	9	0.036764950471006724	0.6923076923076923	0.9953426480372589
GOBP_AMIDE_TRANSPORT	4	0.03706192045510184	0.3076923076923077	0.9869888475836431
GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	10	0.03723846007383062	0.7692307692307693	0.9779559118236472
GOBP_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	7	0.037306104071221535	0.5384615384615384	0.9872151195108394
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	6	0.0373856075000038	0.46153846153846156	0.9866920152091255
GOBP_RESPONSE_TO_BMP	7	0.037452361413534974	0.5384615384615384	0.9971428571428571
GOBP_RESPONSE_TO_PEPTIDE_HORMONE	7	0.03752142647040193	0.5384615384615384	0.983820047355959
GOBP_CAMERA_TYPE_EYE_DEVELOPMENT	8	0.037545846895965365	0.6153846153846154	0.9864510489510488
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	4	0.03781262526656247	0.3076923076923077	0.9845890410958904
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	2	0.037830889231342486	0.15384615384615385	1.0
GOBP_AMINOGLYCAN_METABOLIC_PROCESS	4	0.0378887381724996	0.3076923076923077	1.0
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	4	0.03803142174914149	0.3076923076923077	0.9923469387755103
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	6	0.038046740937229324	0.46153846153846156	0.9898550724637681
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	4	0.03822195749585819	0.3076923076923077	0.9829721362229102
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	4	0.03831200993159874	0.3076923076923077	0.9848993288590604
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	9	0.039059434983289565	0.6923076923076923	0.9787379972565158
GOBP_ORGANIC_ANION_TRANSPORT	5	0.039149078120428824	0.38461538461538464	0.9850162866449512
GOBP_CILIUM_ORGANIZATION	5	0.039220410585416345	0.38461538461538464	0.981615598885794
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	7	0.03928895014471377	0.5384615384615384	0.9873780837636259
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	2	0.03940876438455871	0.15384615384615385	0.9901477832512315
GOBP_LOCALIZATION_WITHIN_MEMBRANE	2	0.03945021345030253	0.15384615384615385	0.9739837398373984
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	7	0.03954677807339119	0.5384615384615384	0.9774061554883474
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	3	0.03965185982241037	0.23076923076923078	0.9939393939393938
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	1	0.03967114401795231	0.07692307692307693	0.9875518672199171
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	4	0.039676353697959924	0.3076923076923077	0.9901477832512315
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	7	0.03984632290830877	0.5384615384615384	0.9689614007162753
GOBP_COGNITION	6	0.04004541356763395	0.46153846153846156	0.9860097323600973
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	9	0.040132170321152065	0.6923076923076923	0.98544061302682
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	6	0.040224049246831116	0.46153846153846156	0.9860139860139859
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	2	0.04061484777087658	0.15384615384615385	0.9900990099009901
GOBP_VACUOLE_ORGANIZATION	3	0.040775467749322857	0.23076923076923078	0.9943820224719101
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE	4	0.04091900887402201	0.3076923076923077	1.0
GOBP_LYMPHOCYTE_ACTIVATION	3	0.04097428608654827	0.23076923076923078	0.9741496598639455
GOBP_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	6	0.041232353796080985	0.46153846153846156	0.9841008771929823
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	5	0.04152606394608665	0.38461538461538464	0.986013986013986
GOBP_WOUND_HEALING	3	0.04153330502671248	0.23076923076923078	0.9801980198019802
GOBP_NEURAL_TUBE_DEVELOPMENT	8	0.04154675291105724	0.6153846153846154	0.9974662162162161
GOBP_APPENDAGE_DEVELOPMENT	6	0.041613940453533824	0.46153846153846156	0.993939393939394
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1	0.041732456628663	0.07692307692307693	0.9939759036144579
GOBP_RESPONSE_TO_KETONE	1	0.041747481685584634	0.07692307692307693	0.9942196531791907
GOBP_CYTOKINE_PRODUCTION	7	0.0419081663659613	0.5384615384615384	0.9746677740863788
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS	4	0.042052755031371	0.3076923076923077	0.9910256410256411
GOBP_CELLULAR_RESPONSE_TO_STARVATION	4	0.0422953967221001	0.3076923076923077	0.9966216216216215
GOBP_DEPHOSPHORYLATION	8	0.04231611500023867	0.6153846153846154	0.9823677581863979
GOBP_PEPTIDE_TRANSPORT	4	0.042410582392902955	0.3076923076923077	0.9891304347826086
GOBP_B_CELL_DIFFERENTIATION	1	0.042488571074716576	0.07692307692307693	1.0
GOBP_POSITIVE_REGULATION_OF_CELL_DEATH	5	0.04286861815026133	0.38461538461538464	0.9761467889908257
GOBP_CARBOXYLIC_ACID_TRANSPORT	1	0.04287993564462788	0.07692307692307693	0.9873949579831933
GOBP_MAINTENANCE_OF_LOCATION	4	0.042897051763245674	0.3076923076923077	0.984375
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	7	0.04290503739761696	0.5384615384615384	0.9815541601255887
GOBP_DNA_PACKAGING	2	0.042919927126236546	0.15384615384615385	0.9938650306748467
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	6	0.04311369331777434	0.46153846153846156	0.9769076305220884
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	3	0.04326224508073151	0.23076923076923078	0.9886524822695035
GOBP_CARDIAC_CHAMBER_DEVELOPMENT	8	0.04333260773444054	0.6153846153846154	0.9952830188679246
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	3	0.04351212999629151	0.23076923076923078	0.9891472868217055
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	4	0.04403178694567205	0.3076923076923077	0.99
GOBP_MYELOID_CELL_DIFFERENTIATION	4	0.04424998595151605	0.3076923076923077	0.9818941504178273
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	8	0.04462149781898092	0.6153846153846154	0.9885371179039302
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	2	0.04465413920485132	0.15384615384615385	0.98
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	4	0.04465851884582814	0.3076923076923077	0.9798994974874372
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	3	0.04508416978673666	0.23076923076923078	0.977438136826783
